"Statistic Label","Quarter","Sex","UNIT","VALUE"
"Births Within Marriage Registered","2005Q3","Both sexes","Number","11069"
"Births Within Marriage Registered","2005Q3","Male","Number",""
"Births Within Marriage Registered","2005Q3","Female","Number",""
"Births Within Marriage Registered","2005Q4","Both sexes","Number","9762"
"Births Within Marriage Registered","2005Q4","Male","Number",""
"Births Within Marriage Registered","2005Q4","Female","Number",""
"Births Within Marriage Registered","2006Q1","Both sexes","Number","10477"
"Births Within Marriage Registered","2006Q1","Male","Number",""
"Births Within Marriage Registered","2006Q1","Female","Number",""
"Births Within Marriage Registered","2006Q2","Both sexes","Number","10923"
"Births Within Marriage Registered","2006Q2","Male","Number",""
"Births Within Marriage Registered","2006Q2","Female","Number",""
"Births Within Marriage Registered","2006Q3","Both sexes","Number","11379"
"Births Within Marriage Registered","2006Q3","Male","Number",""
"Births Within Marriage Registered","2006Q3","Female","Number",""
"Births Within Marriage Registered","2006Q4","Both sexes","Number","10163"
"Births Within Marriage Registered","2006Q4","Male","Number",""
"Births Within Marriage Registered","2006Q4","Female","Number",""
"Births Within Marriage Registered","2007Q1","Both sexes","Number","11568"
"Births Within Marriage Registered","2007Q1","Male","Number",""
"Births Within Marriage Registered","2007Q1","Female","Number",""
"Births Within Marriage Registered","2007Q2","Both sexes","Number","11699"
"Births Within Marriage Registered","2007Q2","Male","Number",""
"Births Within Marriage Registered","2007Q2","Female","Number",""
"Births Within Marriage Registered","2007Q3","Both sexes","Number","12535"
"Births Within Marriage Registered","2007Q3","Male","Number",""
"Births Within Marriage Registered","2007Q3","Female","Number",""
"Births Within Marriage Registered","2007Q4","Both sexes","Number","11648"
"Births Within Marriage Registered","2007Q4","Male","Number",""
"Births Within Marriage Registered","2007Q4","Female","Number",""
"Births Within Marriage Registered","2008Q1","Both sexes","Number","12674"
"Births Within Marriage Registered","2008Q1","Male","Number",""
"Births Within Marriage Registered","2008Q1","Female","Number",""
"Births Within Marriage Registered","2008Q2","Both sexes","Number","12866"
"Births Within Marriage Registered","2008Q2","Male","Number",""
"Births Within Marriage Registered","2008Q2","Female","Number",""
"Births Within Marriage Registered","2008Q3","Both sexes","Number","13073"
"Births Within Marriage Registered","2008Q3","Male","Number",""
"Births Within Marriage Registered","2008Q3","Female","Number",""
"Births Within Marriage Registered","2008Q4","Both sexes","Number","11976"
"Births Within Marriage Registered","2008Q4","Male","Number",""
"Births Within Marriage Registered","2008Q4","Female","Number",""
"Births Within Marriage Registered","2009Q1","Both sexes","Number","12764"
"Births Within Marriage Registered","2009Q1","Male","Number",""
"Births Within Marriage Registered","2009Q1","Female","Number",""
"Births Within Marriage Registered","2009Q2","Both sexes","Number","12730"
"Births Within Marriage Registered","2009Q2","Male","Number",""
"Births Within Marriage Registered","2009Q2","Female","Number",""
"Births Within Marriage Registered","2009Q3","Both sexes","Number","13033"
"Births Within Marriage Registered","2009Q3","Male","Number",""
"Births Within Marriage Registered","2009Q3","Female","Number",""
"Births Within Marriage Registered","2009Q4","Both sexes","Number","11601"
"Births Within Marriage Registered","2009Q4","Male","Number",""
"Births Within Marriage Registered","2009Q4","Female","Number",""
"Births Within Marriage Registered","2010Q1","Both sexes","Number","12958"
"Births Within Marriage Registered","2010Q1","Male","Number",""
"Births Within Marriage Registered","2010Q1","Female","Number",""
"Births Within Marriage Registered","2010Q2","Both sexes","Number","12639"
"Births Within Marriage Registered","2010Q2","Male","Number",""
"Births Within Marriage Registered","2010Q2","Female","Number",""
"Births Within Marriage Registered","2010Q3","Both sexes","Number","12690"
"Births Within Marriage Registered","2010Q3","Male","Number",""
"Births Within Marriage Registered","2010Q3","Female","Number",""
"Births Within Marriage Registered","2010Q4","Both sexes","Number","11309"
"Births Within Marriage Registered","2010Q4","Male","Number",""
"Births Within Marriage Registered","2010Q4","Female","Number",""
"Births Within Marriage Registered","2011Q1","Both sexes","Number","13182"
"Births Within Marriage Registered","2011Q1","Male","Number",""
"Births Within Marriage Registered","2011Q1","Female","Number",""
"Births Within Marriage Registered","2011Q2","Both sexes","Number","12368"
"Births Within Marriage Registered","2011Q2","Male","Number",""
"Births Within Marriage Registered","2011Q2","Female","Number",""
"Births Within Marriage Registered","2011Q3","Both sexes","Number","12679"
"Births Within Marriage Registered","2011Q3","Male","Number",""
"Births Within Marriage Registered","2011Q3","Female","Number",""
"Births Within Marriage Registered","2011Q4","Both sexes","Number","11231"
"Births Within Marriage Registered","2011Q4","Male","Number",""
"Births Within Marriage Registered","2011Q4","Female","Number",""
"Births Within Marriage Registered","2012Q1","Both sexes","Number","12384"
"Births Within Marriage Registered","2012Q1","Male","Number",""
"Births Within Marriage Registered","2012Q1","Female","Number",""
"Births Within Marriage Registered","2012Q2","Both sexes","Number","11794"
"Births Within Marriage Registered","2012Q2","Male","Number",""
"Births Within Marriage Registered","2012Q2","Female","Number",""
"Births Within Marriage Registered","2012Q3","Both sexes","Number","11735"
"Births Within Marriage Registered","2012Q3","Male","Number",""
"Births Within Marriage Registered","2012Q3","Female","Number",""
"Births Within Marriage Registered","2012Q4","Both sexes","Number","10968"
"Births Within Marriage Registered","2012Q4","Male","Number",""
"Births Within Marriage Registered","2012Q4","Female","Number",""
"Births Within Marriage Registered","2013Q1","Both sexes","Number","11157"
"Births Within Marriage Registered","2013Q1","Male","Number",""
"Births Within Marriage Registered","2013Q1","Female","Number",""
"Births Within Marriage Registered","2013Q2","Both sexes","Number","11283"
"Births Within Marriage Registered","2013Q2","Male","Number",""
"Births Within Marriage Registered","2013Q2","Female","Number",""
"Births Within Marriage Registered","2013Q3","Both sexes","Number","11486"
"Births Within Marriage Registered","2013Q3","Male","Number",""
"Births Within Marriage Registered","2013Q3","Female","Number",""
"Births Within Marriage Registered","2013Q4","Both sexes","Number","10611"
"Births Within Marriage Registered","2013Q4","Male","Number",""
"Births Within Marriage Registered","2013Q4","Female","Number",""
"Births Within Marriage Registered","2014Q1","Both sexes","Number","11260"
"Births Within Marriage Registered","2014Q1","Male","Number",""
"Births Within Marriage Registered","2014Q1","Female","Number",""
"Births Within Marriage Registered","2014Q2","Both sexes","Number","10553"
"Births Within Marriage Registered","2014Q2","Male","Number",""
"Births Within Marriage Registered","2014Q2","Female","Number",""
"Births Within Marriage Registered","2014Q3","Both sexes","Number","10958"
"Births Within Marriage Registered","2014Q3","Male","Number",""
"Births Within Marriage Registered","2014Q3","Female","Number",""
"Births Within Marriage Registered","2014Q4","Both sexes","Number","10201"
"Births Within Marriage Registered","2014Q4","Male","Number",""
"Births Within Marriage Registered","2014Q4","Female","Number",""
"Births Within Marriage Registered","2015Q1","Both sexes","Number","10981"
"Births Within Marriage Registered","2015Q1","Male","Number",""
"Births Within Marriage Registered","2015Q1","Female","Number",""
"Births Within Marriage Registered","2015Q2","Both sexes","Number","10278"
"Births Within Marriage Registered","2015Q2","Male","Number",""
"Births Within Marriage Registered","2015Q2","Female","Number",""
"Births Within Marriage Registered","2015Q3","Both sexes","Number","10843"
"Births Within Marriage Registered","2015Q3","Male","Number",""
"Births Within Marriage Registered","2015Q3","Female","Number",""
"Births Within Marriage Registered","2015Q4","Both sexes","Number","9817"
"Births Within Marriage Registered","2015Q4","Male","Number",""
"Births Within Marriage Registered","2015Q4","Female","Number",""
"Births Within Marriage Registered","2016Q1","Both sexes","Number","10443"
"Births Within Marriage Registered","2016Q1","Male","Number",""
"Births Within Marriage Registered","2016Q1","Female","Number",""
"Births Within Marriage Registered","2016Q2","Both sexes","Number","10413"
"Births Within Marriage Registered","2016Q2","Male","Number",""
"Births Within Marriage Registered","2016Q2","Female","Number",""
"Births Within Marriage Registered","2016Q3","Both sexes","Number","10402"
"Births Within Marriage Registered","2016Q3","Male","Number",""
"Births Within Marriage Registered","2016Q3","Female","Number",""
"Births Within Marriage Registered","2016Q4","Both sexes","Number","9291"
"Births Within Marriage Registered","2016Q4","Male","Number",""
"Births Within Marriage Registered","2016Q4","Female","Number",""
"Births Within Marriage Registered","2017Q1","Both sexes","Number","10258"
"Births Within Marriage Registered","2017Q1","Male","Number",""
"Births Within Marriage Registered","2017Q1","Female","Number",""
"Births Within Marriage Registered","2017Q2","Both sexes","Number","9547"
"Births Within Marriage Registered","2017Q2","Male","Number",""
"Births Within Marriage Registered","2017Q2","Female","Number",""
"Births Within Marriage Registered","2017Q3","Both sexes","Number","9733"
"Births Within Marriage Registered","2017Q3","Male","Number",""
"Births Within Marriage Registered","2017Q3","Female","Number",""
"Births Within Marriage Registered","2017Q4","Both sexes","Number","9175"
"Births Within Marriage Registered","2017Q4","Male","Number",""
"Births Within Marriage Registered","2017Q4","Female","Number",""
"Births Within Marriage Registered","2018Q1","Both sexes","Number","9740"
"Births Within Marriage Registered","2018Q1","Male","Number",""
"Births Within Marriage Registered","2018Q1","Female","Number",""
"Births Within Marriage Registered","2018Q2","Both sexes","Number","9507"
"Births Within Marriage Registered","2018Q2","Male","Number",""
"Births Within Marriage Registered","2018Q2","Female","Number",""
"Births Within Marriage Registered","2018Q3","Both sexes","Number","9617"
"Births Within Marriage Registered","2018Q3","Male","Number",""
"Births Within Marriage Registered","2018Q3","Female","Number",""
"Births Within Marriage Registered","2018Q4","Both sexes","Number","9091"
"Births Within Marriage Registered","2018Q4","Male","Number",""
"Births Within Marriage Registered","2018Q4","Female","Number",""
"Births Within Marriage Registered","2019Q1","Both sexes","Number","9847"
"Births Within Marriage Registered","2019Q1","Male","Number",""
"Births Within Marriage Registered","2019Q1","Female","Number",""
"Births Within Marriage Registered","2019Q2","Both sexes","Number","8932"
"Births Within Marriage Registered","2019Q2","Male","Number",""
"Births Within Marriage Registered","2019Q2","Female","Number",""
"Births Within Marriage Registered","2019Q3","Both sexes","Number","9362"
"Births Within Marriage Registered","2019Q3","Male","Number",""
"Births Within Marriage Registered","2019Q3","Female","Number",""
"Births Within Marriage Registered","2019Q4","Both sexes","Number","8883"
"Births Within Marriage Registered","2019Q4","Male","Number",""
"Births Within Marriage Registered","2019Q4","Female","Number",""
"Births Within Marriage Registered","2020Q1","Both sexes","Number","8874"
"Births Within Marriage Registered","2020Q1","Male","Number",""
"Births Within Marriage Registered","2020Q1","Female","Number",""
"Births Within Marriage Registered","2020Q2","Both sexes","Number","8413"
"Births Within Marriage Registered","2020Q2","Male","Number",""
"Births Within Marriage Registered","2020Q2","Female","Number",""
"Births Within Marriage Registered","2020Q3","Both sexes","Number","8788"
"Births Within Marriage Registered","2020Q3","Male","Number",""
"Births Within Marriage Registered","2020Q3","Female","Number",""
"Births Within Marriage Registered","2020Q4","Both sexes","Number","8406"
"Births Within Marriage Registered","2020Q4","Male","Number",""
"Births Within Marriage Registered","2020Q4","Female","Number",""
"Births Within Marriage Registered","2021Q1","Both sexes","Number","8329"
"Births Within Marriage Registered","2021Q1","Male","Number",""
"Births Within Marriage Registered","2021Q1","Female","Number",""
"Births Within Marriage Registered","2021Q2","Both sexes","Number","6824"
"Births Within Marriage Registered","2021Q2","Male","Number",""
"Births Within Marriage Registered","2021Q2","Female","Number",""
"Births Within Marriage Registered","2021Q3","Both sexes","Number","9606"
"Births Within Marriage Registered","2021Q3","Male","Number",""
"Births Within Marriage Registered","2021Q3","Female","Number",""
"Births Within Marriage Registered","2021Q4","Both sexes","Number","9512"
"Births Within Marriage Registered","2021Q4","Male","Number",""
"Births Within Marriage Registered","2021Q4","Female","Number",""
"Births Within Marriage Registered","2022Q1","Both sexes","Number","9091"
"Births Within Marriage Registered","2022Q1","Male","Number",""
"Births Within Marriage Registered","2022Q1","Female","Number",""
"Births Within Marriage Registered","2022Q2","Both sexes","Number","8056"
"Births Within Marriage Registered","2022Q2","Male","Number",""
"Births Within Marriage Registered","2022Q2","Female","Number",""
"Births Within Marriage Registered","2022Q3","Both sexes","Number","8066"
"Births Within Marriage Registered","2022Q3","Male","Number",""
"Births Within Marriage Registered","2022Q3","Female","Number",""
"Births Within Marriage Registered","2022Q4","Both sexes","Number","7573"
"Births Within Marriage Registered","2022Q4","Male","Number",""
"Births Within Marriage Registered","2022Q4","Female","Number",""
"Births Within Marriage Registered","2023Q1","Both sexes","Number","8022"
"Births Within Marriage Registered","2023Q1","Male","Number",""
"Births Within Marriage Registered","2023Q1","Female","Number",""
"Births Outside Marriage Registered","1960Q1","Both sexes","Number","239"
"Births Outside Marriage Registered","1960Q1","Male","Number",""
"Births Outside Marriage Registered","1960Q1","Female","Number",""
"Births Outside Marriage Registered","1960Q2","Both sexes","Number","274"
"Births Outside Marriage Registered","1960Q2","Male","Number",""
"Births Outside Marriage Registered","1960Q2","Female","Number",""
"Births Outside Marriage Registered","1960Q3","Both sexes","Number","243"
"Births Outside Marriage Registered","1960Q3","Male","Number",""
"Births Outside Marriage Registered","1960Q3","Female","Number",""
"Births Outside Marriage Registered","1960Q4","Both sexes","Number","211"
"Births Outside Marriage Registered","1960Q4","Male","Number",""
"Births Outside Marriage Registered","1960Q4","Female","Number",""
"Births Outside Marriage Registered","1961Q1","Both sexes","Number","241"
"Births Outside Marriage Registered","1961Q1","Male","Number",""
"Births Outside Marriage Registered","1961Q1","Female","Number",""
"Births Outside Marriage Registered","1961Q2","Both sexes","Number","252"
"Births Outside Marriage Registered","1961Q2","Male","Number",""
"Births Outside Marriage Registered","1961Q2","Female","Number",""
"Births Outside Marriage Registered","1961Q3","Both sexes","Number","198"
"Births Outside Marriage Registered","1961Q3","Male","Number",""
"Births Outside Marriage Registered","1961Q3","Female","Number",""
"Births Outside Marriage Registered","1961Q4","Both sexes","Number","277"
"Births Outside Marriage Registered","1961Q4","Male","Number",""
"Births Outside Marriage Registered","1961Q4","Female","Number",""
"Births Outside Marriage Registered","1962Q1","Both sexes","Number","284"
"Births Outside Marriage Registered","1962Q1","Male","Number",""
"Births Outside Marriage Registered","1962Q1","Female","Number",""
"Births Outside Marriage Registered","1962Q2","Both sexes","Number","312"
"Births Outside Marriage Registered","1962Q2","Male","Number",""
"Births Outside Marriage Registered","1962Q2","Female","Number",""
"Births Outside Marriage Registered","1962Q3","Both sexes","Number","268"
"Births Outside Marriage Registered","1962Q3","Male","Number",""
"Births Outside Marriage Registered","1962Q3","Female","Number",""
"Births Outside Marriage Registered","1962Q4","Both sexes","Number","242"
"Births Outside Marriage Registered","1962Q4","Male","Number",""
"Births Outside Marriage Registered","1962Q4","Female","Number",""
"Births Outside Marriage Registered","1963Q1","Both sexes","Number","252"
"Births Outside Marriage Registered","1963Q1","Male","Number",""
"Births Outside Marriage Registered","1963Q1","Female","Number",""
"Births Outside Marriage Registered","1963Q2","Both sexes","Number","348"
"Births Outside Marriage Registered","1963Q2","Male","Number",""
"Births Outside Marriage Registered","1963Q2","Female","Number",""
"Births Outside Marriage Registered","1963Q3","Both sexes","Number","289"
"Births Outside Marriage Registered","1963Q3","Male","Number",""
"Births Outside Marriage Registered","1963Q3","Female","Number",""
"Births Outside Marriage Registered","1963Q4","Both sexes","Number","267"
"Births Outside Marriage Registered","1963Q4","Male","Number",""
"Births Outside Marriage Registered","1963Q4","Female","Number",""
"Births Outside Marriage Registered","1964Q1","Both sexes","Number","273"
"Births Outside Marriage Registered","1964Q1","Male","Number",""
"Births Outside Marriage Registered","1964Q1","Female","Number",""
"Births Outside Marriage Registered","1964Q2","Both sexes","Number","373"
"Births Outside Marriage Registered","1964Q2","Male","Number",""
"Births Outside Marriage Registered","1964Q2","Female","Number",""
"Births Outside Marriage Registered","1964Q3","Both sexes","Number","307"
"Births Outside Marriage Registered","1964Q3","Male","Number",""
"Births Outside Marriage Registered","1964Q3","Female","Number",""
"Births Outside Marriage Registered","1964Q4","Both sexes","Number","327"
"Births Outside Marriage Registered","1964Q4","Male","Number",""
"Births Outside Marriage Registered","1964Q4","Female","Number",""
"Births Outside Marriage Registered","1965Q1","Both sexes","Number","318"
"Births Outside Marriage Registered","1965Q1","Male","Number",""
"Births Outside Marriage Registered","1965Q1","Female","Number",""
"Births Outside Marriage Registered","1965Q2","Both sexes","Number","392"
"Births Outside Marriage Registered","1965Q2","Male","Number",""
"Births Outside Marriage Registered","1965Q2","Female","Number",""
"Births Outside Marriage Registered","1965Q3","Both sexes","Number","401"
"Births Outside Marriage Registered","1965Q3","Male","Number",""
"Births Outside Marriage Registered","1965Q3","Female","Number",""
"Births Outside Marriage Registered","1965Q4","Both sexes","Number","278"
"Births Outside Marriage Registered","1965Q4","Male","Number",""
"Births Outside Marriage Registered","1965Q4","Female","Number",""
"Births Outside Marriage Registered","1966Q1","Both sexes","Number","298"
"Births Outside Marriage Registered","1966Q1","Male","Number",""
"Births Outside Marriage Registered","1966Q1","Female","Number",""
"Births Outside Marriage Registered","1966Q2","Both sexes","Number","387"
"Births Outside Marriage Registered","1966Q2","Male","Number",""
"Births Outside Marriage Registered","1966Q2","Female","Number",""
"Births Outside Marriage Registered","1966Q3","Both sexes","Number","334"
"Births Outside Marriage Registered","1966Q3","Male","Number",""
"Births Outside Marriage Registered","1966Q3","Female","Number",""
"Births Outside Marriage Registered","1966Q4","Both sexes","Number","394"
"Births Outside Marriage Registered","1966Q4","Male","Number",""
"Births Outside Marriage Registered","1966Q4","Female","Number",""
"Births Outside Marriage Registered","1967Q1","Both sexes","Number","319"
"Births Outside Marriage Registered","1967Q1","Male","Number",""
"Births Outside Marriage Registered","1967Q1","Female","Number",""
"Births Outside Marriage Registered","1967Q2","Both sexes","Number","462"
"Births Outside Marriage Registered","1967Q2","Male","Number",""
"Births Outside Marriage Registered","1967Q2","Female","Number",""
"Births Outside Marriage Registered","1967Q3","Both sexes","Number","375"
"Births Outside Marriage Registered","1967Q3","Male","Number",""
"Births Outside Marriage Registered","1967Q3","Female","Number",""
"Births Outside Marriage Registered","1967Q4","Both sexes","Number","351"
"Births Outside Marriage Registered","1967Q4","Male","Number",""
"Births Outside Marriage Registered","1967Q4","Female","Number",""
"Births Outside Marriage Registered","1968Q1","Both sexes","Number","414"
"Births Outside Marriage Registered","1968Q1","Male","Number",""
"Births Outside Marriage Registered","1968Q1","Female","Number",""
"Births Outside Marriage Registered","1968Q2","Both sexes","Number","406"
"Births Outside Marriage Registered","1968Q2","Male","Number",""
"Births Outside Marriage Registered","1968Q2","Female","Number",""
"Births Outside Marriage Registered","1968Q3","Both sexes","Number","354"
"Births Outside Marriage Registered","1968Q3","Male","Number",""
"Births Outside Marriage Registered","1968Q3","Female","Number",""
"Births Outside Marriage Registered","1968Q4","Both sexes","Number","383"
"Births Outside Marriage Registered","1968Q4","Male","Number",""
"Births Outside Marriage Registered","1968Q4","Female","Number",""
"Births Outside Marriage Registered","1969Q1","Both sexes","Number","401"
"Births Outside Marriage Registered","1969Q1","Male","Number",""
"Births Outside Marriage Registered","1969Q1","Female","Number",""
"Births Outside Marriage Registered","1969Q2","Both sexes","Number","474"
"Births Outside Marriage Registered","1969Q2","Male","Number",""
"Births Outside Marriage Registered","1969Q2","Female","Number",""
"Births Outside Marriage Registered","1969Q3","Both sexes","Number","410"
"Births Outside Marriage Registered","1969Q3","Male","Number",""
"Births Outside Marriage Registered","1969Q3","Female","Number",""
"Births Outside Marriage Registered","1969Q4","Both sexes","Number","353"
"Births Outside Marriage Registered","1969Q4","Male","Number",""
"Births Outside Marriage Registered","1969Q4","Female","Number",""
"Births Outside Marriage Registered","1970Q1","Both sexes","Number","438"
"Births Outside Marriage Registered","1970Q1","Male","Number",""
"Births Outside Marriage Registered","1970Q1","Female","Number",""
"Births Outside Marriage Registered","1970Q2","Both sexes","Number","466"
"Births Outside Marriage Registered","1970Q2","Male","Number",""
"Births Outside Marriage Registered","1970Q2","Female","Number",""
"Births Outside Marriage Registered","1970Q3","Both sexes","Number","445"
"Births Outside Marriage Registered","1970Q3","Male","Number",""
"Births Outside Marriage Registered","1970Q3","Female","Number",""
"Births Outside Marriage Registered","1970Q4","Both sexes","Number","366"
"Births Outside Marriage Registered","1970Q4","Male","Number",""
"Births Outside Marriage Registered","1970Q4","Female","Number",""
"Births Outside Marriage Registered","1971Q1","Both sexes","Number","500"
"Births Outside Marriage Registered","1971Q1","Male","Number",""
"Births Outside Marriage Registered","1971Q1","Female","Number",""
"Births Outside Marriage Registered","1971Q2","Both sexes","Number","463"
"Births Outside Marriage Registered","1971Q2","Male","Number",""
"Births Outside Marriage Registered","1971Q2","Female","Number",""
"Births Outside Marriage Registered","1971Q3","Both sexes","Number","455"
"Births Outside Marriage Registered","1971Q3","Male","Number",""
"Births Outside Marriage Registered","1971Q3","Female","Number",""
"Births Outside Marriage Registered","1971Q4","Both sexes","Number","428"
"Births Outside Marriage Registered","1971Q4","Male","Number",""
"Births Outside Marriage Registered","1971Q4","Female","Number",""
"Births Outside Marriage Registered","1972Q1","Both sexes","Number","468"
"Births Outside Marriage Registered","1972Q1","Male","Number",""
"Births Outside Marriage Registered","1972Q1","Female","Number",""
"Births Outside Marriage Registered","1972Q2","Both sexes","Number","474"
"Births Outside Marriage Registered","1972Q2","Male","Number",""
"Births Outside Marriage Registered","1972Q2","Female","Number",""
"Births Outside Marriage Registered","1972Q3","Both sexes","Number","563"
"Births Outside Marriage Registered","1972Q3","Male","Number",""
"Births Outside Marriage Registered","1972Q3","Female","Number",""
"Births Outside Marriage Registered","1972Q4","Both sexes","Number","458"
"Births Outside Marriage Registered","1972Q4","Male","Number",""
"Births Outside Marriage Registered","1972Q4","Female","Number",""
"Births Outside Marriage Registered","1973Q1","Both sexes","Number","573"
"Births Outside Marriage Registered","1973Q1","Male","Number",""
"Births Outside Marriage Registered","1973Q1","Female","Number",""
"Births Outside Marriage Registered","1973Q2","Both sexes","Number","523"
"Births Outside Marriage Registered","1973Q2","Male","Number",""
"Births Outside Marriage Registered","1973Q2","Female","Number",""
"Births Outside Marriage Registered","1973Q3","Both sexes","Number","542"
"Births Outside Marriage Registered","1973Q3","Male","Number",""
"Births Outside Marriage Registered","1973Q3","Female","Number",""
"Births Outside Marriage Registered","1973Q4","Both sexes","Number","491"
"Births Outside Marriage Registered","1973Q4","Male","Number",""
"Births Outside Marriage Registered","1973Q4","Female","Number",""
"Births Outside Marriage Registered","1974Q1","Both sexes","Number","541"
"Births Outside Marriage Registered","1974Q1","Male","Number",""
"Births Outside Marriage Registered","1974Q1","Female","Number",""
"Births Outside Marriage Registered","1974Q2","Both sexes","Number","592"
"Births Outside Marriage Registered","1974Q2","Male","Number",""
"Births Outside Marriage Registered","1974Q2","Female","Number",""
"Births Outside Marriage Registered","1974Q3","Both sexes","Number","567"
"Births Outside Marriage Registered","1974Q3","Male","Number",""
"Births Outside Marriage Registered","1974Q3","Female","Number",""
"Births Outside Marriage Registered","1974Q4","Both sexes","Number","576"
"Births Outside Marriage Registered","1974Q4","Male","Number",""
"Births Outside Marriage Registered","1974Q4","Female","Number",""
"Births Outside Marriage Registered","1975Q1","Both sexes","Number","614"
"Births Outside Marriage Registered","1975Q1","Male","Number",""
"Births Outside Marriage Registered","1975Q1","Female","Number",""
"Births Outside Marriage Registered","1975Q2","Both sexes","Number","673"
"Births Outside Marriage Registered","1975Q2","Male","Number",""
"Births Outside Marriage Registered","1975Q2","Female","Number",""
"Births Outside Marriage Registered","1975Q3","Both sexes","Number","630"
"Births Outside Marriage Registered","1975Q3","Male","Number",""
"Births Outside Marriage Registered","1975Q3","Female","Number",""
"Births Outside Marriage Registered","1975Q4","Both sexes","Number","597"
"Births Outside Marriage Registered","1975Q4","Male","Number",""
"Births Outside Marriage Registered","1975Q4","Female","Number",""
"Births Outside Marriage Registered","1976Q1","Both sexes","Number","598"
"Births Outside Marriage Registered","1976Q1","Male","Number",""
"Births Outside Marriage Registered","1976Q1","Female","Number",""
"Births Outside Marriage Registered","1976Q2","Both sexes","Number","705"
"Births Outside Marriage Registered","1976Q2","Male","Number",""
"Births Outside Marriage Registered","1976Q2","Female","Number",""
"Births Outside Marriage Registered","1976Q3","Both sexes","Number","657"
"Births Outside Marriage Registered","1976Q3","Male","Number",""
"Births Outside Marriage Registered","1976Q3","Female","Number",""
"Births Outside Marriage Registered","1976Q4","Both sexes","Number","618"
"Births Outside Marriage Registered","1976Q4","Male","Number",""
"Births Outside Marriage Registered","1976Q4","Female","Number",""
"Births Outside Marriage Registered","1977Q1","Both sexes","Number","585"
"Births Outside Marriage Registered","1977Q1","Male","Number",""
"Births Outside Marriage Registered","1977Q1","Female","Number",""
"Births Outside Marriage Registered","1977Q2","Both sexes","Number","779"
"Births Outside Marriage Registered","1977Q2","Male","Number",""
"Births Outside Marriage Registered","1977Q2","Female","Number",""
"Births Outside Marriage Registered","1977Q3","Both sexes","Number","725"
"Births Outside Marriage Registered","1977Q3","Male","Number",""
"Births Outside Marriage Registered","1977Q3","Female","Number",""
"Births Outside Marriage Registered","1977Q4","Both sexes","Number","748"
"Births Outside Marriage Registered","1977Q4","Male","Number",""
"Births Outside Marriage Registered","1977Q4","Female","Number",""
"Births Outside Marriage Registered","1978Q1","Both sexes","Number","803"
"Births Outside Marriage Registered","1978Q1","Male","Number",""
"Births Outside Marriage Registered","1978Q1","Female","Number",""
"Births Outside Marriage Registered","1978Q2","Both sexes","Number","762"
"Births Outside Marriage Registered","1978Q2","Male","Number",""
"Births Outside Marriage Registered","1978Q2","Female","Number",""
"Births Outside Marriage Registered","1978Q3","Both sexes","Number","681"
"Births Outside Marriage Registered","1978Q3","Male","Number",""
"Births Outside Marriage Registered","1978Q3","Female","Number",""
"Births Outside Marriage Registered","1978Q4","Both sexes","Number","705"
"Births Outside Marriage Registered","1978Q4","Male","Number",""
"Births Outside Marriage Registered","1978Q4","Female","Number",""
"Births Outside Marriage Registered","1979Q1","Both sexes","Number","859"
"Births Outside Marriage Registered","1979Q1","Male","Number",""
"Births Outside Marriage Registered","1979Q1","Female","Number",""
"Births Outside Marriage Registered","1979Q2","Both sexes","Number","861"
"Births Outside Marriage Registered","1979Q2","Male","Number",""
"Births Outside Marriage Registered","1979Q2","Female","Number",""
"Births Outside Marriage Registered","1979Q3","Both sexes","Number","796"
"Births Outside Marriage Registered","1979Q3","Male","Number",""
"Births Outside Marriage Registered","1979Q3","Female","Number",""
"Births Outside Marriage Registered","1979Q4","Both sexes","Number","815"
"Births Outside Marriage Registered","1979Q4","Male","Number",""
"Births Outside Marriage Registered","1979Q4","Female","Number",""
"Births Outside Marriage Registered","1980Q1","Both sexes","Number","931"
"Births Outside Marriage Registered","1980Q1","Male","Number",""
"Births Outside Marriage Registered","1980Q1","Female","Number",""
"Births Outside Marriage Registered","1980Q2","Both sexes","Number","1010"
"Births Outside Marriage Registered","1980Q2","Male","Number",""
"Births Outside Marriage Registered","1980Q2","Female","Number",""
"Births Outside Marriage Registered","1980Q3","Both sexes","Number","926"
"Births Outside Marriage Registered","1980Q3","Male","Number",""
"Births Outside Marriage Registered","1980Q3","Female","Number",""
"Births Outside Marriage Registered","1980Q4","Both sexes","Number","824"
"Births Outside Marriage Registered","1980Q4","Male","Number",""
"Births Outside Marriage Registered","1980Q4","Female","Number",""
"Births Outside Marriage Registered","1981Q1","Both sexes","Number","898"
"Births Outside Marriage Registered","1981Q1","Male","Number",""
"Births Outside Marriage Registered","1981Q1","Female","Number",""
"Births Outside Marriage Registered","1981Q2","Both sexes","Number","1015"
"Births Outside Marriage Registered","1981Q2","Male","Number",""
"Births Outside Marriage Registered","1981Q2","Female","Number",""
"Births Outside Marriage Registered","1981Q3","Both sexes","Number","1023"
"Births Outside Marriage Registered","1981Q3","Male","Number",""
"Births Outside Marriage Registered","1981Q3","Female","Number",""
"Births Outside Marriage Registered","1981Q4","Both sexes","Number","975"
"Births Outside Marriage Registered","1981Q4","Male","Number",""
"Births Outside Marriage Registered","1981Q4","Female","Number",""
"Births Outside Marriage Registered","1982Q1","Both sexes","Number","998"
"Births Outside Marriage Registered","1982Q1","Male","Number",""
"Births Outside Marriage Registered","1982Q1","Female","Number",""
