"Statistic Label","Quarter","Sex","UNIT","VALUE"
"Population","2018Q2","Male","Number","2405752"
"Population","2018Q2","Female","Number","2451263"
"Population","2018Q3","Both sexes","Number","4857015"
"Population","2018Q3","Male","Number","2405752"
"Population","2018Q3","Female","Number","2451263"
"Population","2018Q4","Both sexes","Number","4857015"
"Population","2018Q4","Male","Number","2405752"
"Population","2018Q4","Female","Number","2451263"
"Population","2019Q1","Both sexes","Number","4857015"
"Population","2019Q1","Male","Number","2405752"
"Population","2019Q1","Female","Number","2451263"
"Population","2019Q2","Both sexes","Number","4921496"
"Population","2019Q2","Male","Number","2438006"
"Population","2019Q2","Female","Number","2483490"
"Population","2019Q3","Both sexes","Number","4921496"
"Population","2019Q3","Male","Number","2438006"
"Population","2019Q3","Female","Number","2483490"
"Population","2019Q4","Both sexes","Number","4921496"
"Population","2019Q4","Male","Number","2438006"
"Population","2019Q4","Female","Number","2483490"
"Population","2020Q1","Both sexes","Number","4921496"
"Population","2020Q1","Male","Number","2438006"
"Population","2020Q1","Female","Number","2483490"
"Population","2020Q2","Both sexes","Number","4977443"
"Population","2020Q2","Male","Number","2465571"
"Population","2020Q2","Female","Number","2511872"
"Population","2020Q3","Both sexes","Number","4977443"
"Population","2020Q3","Male","Number","2465571"
"Population","2020Q3","Female","Number","2511872"
"Population","2020Q4","Both sexes","Number","4977443"
"Population","2020Q4","Male","Number","2465571"
"Population","2020Q4","Female","Number","2511872"
"Population","2021Q1","Both sexes","Number","4977443"
"Population","2021Q1","Male","Number","2465571"
"Population","2021Q1","Female","Number","2511872"
"Population","2021Q2","Both sexes","Number","5011460"
"Population","2021Q2","Male","Number","2481122"
"Population","2021Q2","Female","Number","2530338"
"Population","2021Q3","Both sexes","Number","5011460"
"Population","2021Q3","Male","Number","2481122"
"Population","2021Q3","Female","Number","2530338"
"Population","2021Q4","Both sexes","Number","5011460"
"Population","2021Q4","Male","Number","2481122"
"Population","2021Q4","Female","Number","2530338"
"Population","2022Q1","Both sexes","Number","5011460"
"Population","2022Q1","Male","Number","2481122"
"Population","2022Q1","Female","Number","2530338"
"Population","2022Q2","Both sexes","Number","5100229"
"Population","2022Q2","Male","Number","2517525"
"Population","2022Q2","Female","Number","2582704"
"Population","2022Q3","Both sexes","Number","5100229"
"Population","2022Q3","Male","Number","2517525"
"Population","2022Q3","Female","Number","2582704"
"Population","2022Q4","Both sexes","Number","5100229"
"Population","2022Q4","Male","Number","2517525"
"Population","2022Q4","Female","Number","2582704"
"Population","2023Q1","Both sexes","Number","5100229"
"Population","2023Q1","Male","Number","2517525"
"Population","2023Q1","Female","Number","2582704"
"Births Registered","1960Q1","Both sexes","Number","14614"
"Births Registered","1960Q1","Male","Number","7500"
"Births Registered","1960Q1","Female","Number","7114"
"Births Registered","1960Q2","Both sexes","Number","16494"
"Births Registered","1960Q2","Male","Number","8487"
"Births Registered","1960Q2","Female","Number","8007"
"Births Registered","1960Q3","Both sexes","Number","15612"
"Births Registered","1960Q3","Male","Number","8051"
"Births Registered","1960Q3","Female","Number","7561"
"Births Registered","1960Q4","Both sexes","Number","14010"
"Births Registered","1960Q4","Male","Number","7101"
"Births Registered","1960Q4","Female","Number","6909"
"Births Registered","1961Q1","Both sexes","Number","14692"
"Births Registered","1961Q1","Male","Number","7584"
"Births Registered","1961Q1","Female","Number","7108"
"Births Registered","1961Q2","Both sexes","Number","16264"
"Births Registered","1961Q2","Male","Number","8310"
"Births Registered","1961Q2","Female","Number","7954"
"Births Registered","1961Q3","Both sexes","Number","14895"
"Births Registered","1961Q3","Male","Number","7608"
"Births Registered","1961Q3","Female","Number","7287"
"Births Registered","1961Q4","Both sexes","Number","13975"
"Births Registered","1961Q4","Male","Number","7185"
"Births Registered","1961Q4","Female","Number","6790"
"Births Registered","1962Q1","Both sexes","Number","14875"
"Births Registered","1962Q1","Male","Number","7687"
"Births Registered","1962Q1","Female","Number","7188"
"Births Registered","1962Q2","Both sexes","Number","16657"
"Births Registered","1962Q2","Male","Number","8513"
"Births Registered","1962Q2","Female","Number","8144"
"Births Registered","1962Q3","Both sexes","Number","15719"
"Births Registered","1962Q3","Male","Number","8006"
"Births Registered","1962Q3","Female","Number","7713"
"Births Registered","1962Q4","Both sexes","Number","14360"
"Births Registered","1962Q4","Male","Number","7345"
"Births Registered","1962Q4","Female","Number","7015"
"Births Registered","1963Q1","Both sexes","Number","15177"
"Births Registered","1963Q1","Male","Number","7941"
"Births Registered","1963Q1","Female","Number","7236"
"Births Registered","1963Q2","Both sexes","Number","17064"
"Births Registered","1963Q2","Male","Number","8673"
"Births Registered","1963Q2","Female","Number","8391"
"Births Registered","1963Q3","Both sexes","Number","16043"
"Births Registered","1963Q3","Male","Number","8221"
"Births Registered","1963Q3","Female","Number","7822"
"Births Registered","1963Q4","Both sexes","Number","14682"
"Births Registered","1963Q4","Male","Number","7507"
"Births Registered","1963Q4","Female","Number","7175"
"Births Registered","1964Q1","Both sexes","Number","15049"
"Births Registered","1964Q1","Male","Number","7737"
"Births Registered","1964Q1","Female","Number","7312"
"Births Registered","1964Q2","Both sexes","Number","17351"
"Births Registered","1964Q2","Male","Number","8899"
"Births Registered","1964Q2","Female","Number","8452"
"Births Registered","1964Q3","Both sexes","Number","16491"
"Births Registered","1964Q3","Male","Number","8385"
"Births Registered","1964Q3","Female","Number","8106"
"Births Registered","1964Q4","Both sexes","Number","15117"
"Births Registered","1964Q4","Male","Number","7707"
"Births Registered","1964Q4","Female","Number","7410"
"Births Registered","1965Q1","Both sexes","Number","15185"
"Births Registered","1965Q1","Male","Number","7791"
"Births Registered","1965Q1","Female","Number","7394"
"Births Registered","1965Q2","Both sexes","Number","16388"
"Births Registered","1965Q2","Male","Number","8299"
"Births Registered","1965Q2","Female","Number","8089"
"Births Registered","1965Q3","Both sexes","Number","17393"
"Births Registered","1965Q3","Male","Number","8945"
"Births Registered","1965Q3","Female","Number","8448"
"Births Registered","1965Q4","Both sexes","Number","14477"
"Births Registered","1965Q4","Male","Number","7370"
"Births Registered","1965Q4","Female","Number","7107"
"Births Registered","1966Q1","Both sexes","Number","15004"
"Births Registered","1966Q1","Male","Number","7771"
"Births Registered","1966Q1","Female","Number","7233"
"Births Registered","1966Q2","Both sexes","Number","16507"
"Births Registered","1966Q2","Male","Number","8540"
"Births Registered","1966Q2","Female","Number","7967"
"Births Registered","1966Q3","Both sexes","Number","15895"
"Births Registered","1966Q3","Male","Number","8199"
"Births Registered","1966Q3","Female","Number","7696"
"Births Registered","1966Q4","Both sexes","Number","14737"
"Births Registered","1966Q4","Male","Number","7632"
"Births Registered","1966Q4","Female","Number","7105"
"Births Registered","1967Q1","Both sexes","Number","14775"
"Births Registered","1967Q1","Male","Number","7647"
"Births Registered","1967Q1","Female","Number","7128"
"Births Registered","1967Q2","Both sexes","Number","16710"
"Births Registered","1967Q2","Male","Number","8649"
"Births Registered","1967Q2","Female","Number","8061"
"Births Registered","1967Q3","Both sexes","Number","15324"
"Births Registered","1967Q3","Male","Number","7888"
"Births Registered","1967Q3","Female","Number","7436"
"Births Registered","1967Q4","Both sexes","Number","14218"
"Births Registered","1967Q4","Male","Number","7314"
"Births Registered","1967Q4","Female","Number","6904"
"Births Registered","1968Q1","Both sexes","Number","15451"
"Births Registered","1968Q1","Male","Number","7906"
"Births Registered","1968Q1","Female","Number","7545"
"Births Registered","1968Q2","Both sexes","Number","15473"
"Births Registered","1968Q2","Male","Number","8015"
"Births Registered","1968Q2","Female","Number","7458"
"Births Registered","1968Q3","Both sexes","Number","15676"
"Births Registered","1968Q3","Male","Number","8036"
"Births Registered","1968Q3","Female","Number","7640"
"Births Registered","1968Q4","Both sexes","Number","14185"
"Births Registered","1968Q4","Male","Number","7400"
"Births Registered","1968Q4","Female","Number","6785"
"Births Registered","1969Q1","Both sexes","Number","14990"
"Births Registered","1969Q1","Male","Number","7711"
"Births Registered","1969Q1","Female","Number","7279"
"Births Registered","1969Q2","Both sexes","Number","16779"
"Births Registered","1969Q2","Male","Number","8561"
"Births Registered","1969Q2","Female","Number","8218"
"Births Registered","1969Q3","Both sexes","Number","16507"
"Births Registered","1969Q3","Male","Number","8333"
"Births Registered","1969Q3","Female","Number","8174"
"Births Registered","1969Q4","Both sexes","Number","14536"
"Births Registered","1969Q4","Male","Number","7495"
"Births Registered","1969Q4","Female","Number","7041"
"Births Registered","1970Q1","Both sexes","Number","15665"
"Births Registered","1970Q1","Male","Number","8108"
"Births Registered","1970Q1","Female","Number","7557"
"Births Registered","1970Q2","Both sexes","Number","17567"
"Births Registered","1970Q2","Male","Number","9063"
"Births Registered","1970Q2","Female","Number","8504"
"Births Registered","1970Q3","Both sexes","Number","16093"
"Births Registered","1970Q3","Male","Number","8282"
"Births Registered","1970Q3","Female","Number","7811"
"Births Registered","1970Q4","Both sexes","Number","14767"
"Births Registered","1970Q4","Male","Number","7580"
"Births Registered","1970Q4","Female","Number","7187"
"Births Registered","1971Q1","Both sexes","Number","16456"
"Births Registered","1971Q1","Male","Number","8493"
"Births Registered","1971Q1","Female","Number","7963"
"Births Registered","1971Q2","Both sexes","Number","18045"
"Births Registered","1971Q2","Male","Number","9337"
"Births Registered","1971Q2","Female","Number","8708"
"Births Registered","1971Q3","Both sexes","Number","17320"
"Births Registered","1971Q3","Male","Number","8887"
"Births Registered","1971Q3","Female","Number","8433"
"Births Registered","1971Q4","Both sexes","Number","15931"
"Births Registered","1971Q4","Male","Number","8095"
"Births Registered","1971Q4","Female","Number","7836"
"Births Registered","1972Q1","Both sexes","Number","16576"
"Births Registered","1972Q1","Male","Number","8525"
"Births Registered","1972Q1","Female","Number","8051"
"Births Registered","1972Q2","Both sexes","Number","17545"
"Births Registered","1972Q2","Male","Number","9077"
"Births Registered","1972Q2","Female","Number","8468"
"Births Registered","1972Q3","Both sexes","Number","16956"
"Births Registered","1972Q3","Male","Number","8629"
"Births Registered","1972Q3","Female","Number","8327"
"Births Registered","1972Q4","Both sexes","Number","16566"
"Births Registered","1972Q4","Male","Number","8680"
"Births Registered","1972Q4","Female","Number","7886"
"Births Registered","1973Q1","Both sexes","Number","17879"
"Births Registered","1973Q1","Male","Number","9240"
"Births Registered","1973Q1","Female","Number","8639"
"Births Registered","1973Q2","Both sexes","Number","17119"
"Births Registered","1973Q2","Male","Number","8797"
"Births Registered","1973Q2","Female","Number","8322"
"Births Registered","1973Q3","Both sexes","Number","17605"
"Births Registered","1973Q3","Male","Number","8941"
"Births Registered","1973Q3","Female","Number","8664"
"Births Registered","1973Q4","Both sexes","Number","15389"
"Births Registered","1973Q4","Male","Number","7926"
"Births Registered","1973Q4","Female","Number","7463"
